"FIPS","totpop","age","race","education","maritalstatus","employed","medhouseincome","rentpincome","householdsize","healthins","gini","household"
22071000617,3761,92.4,13.83,24.33,34.77,89.31,36202,2.48605049444782,2,88.49,0.3696,28.02
22071000618,3818,90.54,43.24,49.77,57.39,96.76,104519,0.659210287124829,3.09,91.78,0.3921,68.42
22071000701,332,77.11,4.52,2.12,39.43,80.75,22446,1.70186224717099,2.13,83.13,0.5686,27.45
22071000702,1465,90.72,7.92,13.59,28.15,90.33,25052,3.93980520517324,2.75,64.1,0.4915,23.66
22071000800,1015,86.4,3.45,18.95,30.15,93.99,37955,2.1841654590963,2.54,68.26,0.3986,28.93
22071000901,466,77.68,0,6.63,33.02,74.88,25594,2.39509259982808,2.57,82.62,0.3828,36.46
22071000903,307,66.78,0,6.87,23.36,81.82,22000,2.65454545454545,2.05,76.55,0.4152,16.67
22071000904,637,71.11,1.88,8.78,23.52,64.78,18846,5.7412713573172,1.96,85.09,0.5187,11.49
22071001100,1783,91.31,47.73,31.95,41.75,92.28,32208,2.76949826130154,1.96,71.12,0.5274,30.58
22071001200,1494,91.43,75.3,53.64,25.66,89.05,41161,2.45377906270499,1.64,64.23,0.499,17.62
22071001301,1807,82.9,12.62,17.18,23.17,80.61,17336,5.92985694508537,2.15,62.81,0.5267,17.47
22071001302,1014,84.91,5.72,4.72,18.88,69.92,18155,5.14458826769485,2.16,73.18,0.475,16.49
22071001401,1105,79.37,1,8.21,27.76,91.77,28533,2.96148319489714,2.26,75.48,0.3726,21.52
22071001402,1403,87.53,8.41,4.77,23.37,88.71,21827,4.21954460072387,2.01,76.91,0.4792,17.22
22071001500,879,92.26,15.81,1.68,18.7,81.33,25200,3.0952380952381,2.56,57.22,0.5512,17.65
22071001701,1367,80.18,0.22,31.8,38.99,82.54,25561,4.43253393842181,2.51,82.11,0.5402,30.88
22071001702,2744,90.23,16.4,22.37,38.09,84.84,43533,2.42574598580387,2.95,83.93,0.4349,38.47
22071001720,2960,94.26,2.03,11.52,30.45,84.94,33795,2.6424027222962,2.77,78.78,0.473,30.24
22071001722,3479,84.91,1.75,12.86,31.05,86.41,30780,2.82326185834958,2.5,83.7,0.3689,30.81
22071001723,4970,92.47,3.94,12.89,28.41,81.48,31907,3.1623154793619,3.15,76.62,0.4409,35.25
22071001724,4214,90.06,7,18.89,33.68,80.34,26760,3.50896860986547,2.47,77.85,0.4614,30.18
22071001725,5763,87.98,2.2,17.86,28.99,85.86,26194,3.53897839199817,2.56,73.83,0.4717,28.78
22071001730,768,94.79,5.73,17.8,56.53,87.28,30875,4.1004048582996,3.01,81.25,0.4818,56.08
22071001735,1547,92.63,4.33,17.85,11.26,82.36,27000,3.41481481481481,2.27,72.85,0.4762,9.71
22071001736,1599,91.49,6.07,26.08,24.75,83.48,30729,2.97438901363533,2.52,69.95,0.468,19.7
22071001737,2708,93.39,6.79,14.02,33.78,91.4,28157,3.08981780729481,2.34,83.57,0.3903,27.79
22071001739,1731,91.51,0,24.64,38.58,89.9,38697,2.46272320851746,2.7,87.18,0.4777,35.73
22071001740,3973,93.3,1.84,20.17,38.42,88.96,34619,2.3686414974436,2.48,84.77,0.431,32.75
22071001741,1274,91.6,2.75,10.68,38.81,86.28,40637,3.23350641041415,2.7,80.53,0.3959,41.95
22071001743,1778,92.91,1.8,13.24,22.18,97.43,25291,3.26598394685857,2.2,79.58,0.4963,19.08
22071001744,3151,94.26,3.11,14.99,29.44,89.01,23456,3.86255115961801,2.74,77.44,0.5127,26.11
22071001745,3326,92.69,5.35,14.06,44.72,85.57,38304,2.5297619047619,2.58,73.92,0.4584,40.92
22071001746,3961,90.28,2.07,9.89,39.23,92.24,34616,2.80795008088745,2.65,82.89,0.4075,37.08
22071001747,3478,87.84,2.65,35.39,58.84,88.68,71607,2.07242308712835,3.1,89.42,0.3755,66.46
22071001748,3911,91.66,6.37,10.54,41.98,88.18,40833,2.73798153454314,2.87,85.09,0.412,43.69
22071001749,2953,93.6,3.01,11.36,44.37,88.17,30833,2.62705542762624,3.46,71.35,0.5002,45.77
22071001750,3101,89.62,10.29,10.97,42.27,86.31,20093,3.50868461653312,2.92,70.98,0.5669,43.19
22071001751,373,87.4,18.77,3.24,8.08,91.84,19821,3.72836890166995,1.78,58.5,0.3344,4.28
22071001800,1304,91.26,86.27,47.37,19.04,98.24,54125,1.97136258660508,1.89,74.16,0.4176,13.97
22071001900,1308,85.55,26.61,12.91,21.66,82.15,23459,3.1160748540006,1.97,45.22,0.5627,16.85
22071002000,1623,92.11,6.78,4.7,19.49,84.45,10265,8.31953239162202,2.92,79.79,0.5895,12.07
22071002100,575,85.57,5.57,20.8,16.37,77.48,15250,5.44262295081967,1.75,73.04,0.5454,12
22071002200,770,89.35,2.99,9.56,7.61,84.8,28293,2.74626232637048,1.97,74.16,0.3973,3.33
22071002300,1809,73.63,3.15,10.72,32.45,83.75,23813,3.88443287280057,2.05,81.87,0.4517,30.31
22071002401,1789,82.56,6.26,23.11,33.06,90.33,45146,2.87290125371018,2.68,87.31,0.3755,31.33
22071002402,2791,94.55,7.2,11.99,28.76,90.13,41375,2.34682779456193,2.39,76.85,0.3911,28.67
22071002501,1309,89,22.69,24.05,28.62,84.91,39342,2.54943825936658,2.33,72.65,0.4305,25
22071002502,2219,89.5,6.22,17.57,30.37,85.7,29896,3.92694674872893,2.78,83.96,0.4162,28.95
22071002503,1963,90.02,25.83,44.85,39.3,90.45,54079,1.92496163020766,2.83,88.72,0.4271,40.14
22071002504,2381,88.37,19.91,25.85,37.51,89.7,45506,2.49857161692964,2.39,78.03,0.4423,35.08
22071002600,1381,84.58,86.31,41.42,21,91.25,44964,1.70803309314118,1.53,68.43,0.5221,14.46
22071002700,1691,90.48,13.54,16.31,23.27,72.67,20705,4.59792320695484,2.5,70.85,0.5037,19.08
22071002800,1410,86.38,0.57,17.9,19.41,82.1,26382,3.22947464180123,2.24,68.72,0.4203,16.43
22071002900,1205,92.45,8.96,8.19,39.82,85.9,34044,2.41158500763718,2.58,70.04,0.3487,36.62
22071003000,1198,81.97,2.17,2.84,17.61,75.76,17569,5.54954749843474,2.24,82.39,0.474,11.78
22071003100,919,81.5,2.72,17.22,13.64,87.29,17288,5.02660805182786,2.49,75.84,0.5495,11.99
22071003301,1469,86.04,50.71,43.02,41.27,92.73,53295,1.82943990993527,2.5,88.9,0.4894,37.65
22071003302,3247,85.77,3.85,28.16,42.68,84.21,45982,3.41220477578183,2.81,82.11,0.5296,46.68
22071003303,1549,92.58,16.27,23.02,25.69,83.12,26638,3.13461971619491,2.07,81.6,0.4249,19.71
22071003304,1315,90.27,10.49,12.89,31.91,81.9,28958,2.5830513156986,2.44,84.41,0.4364,25.79
22071003307,1196,81.69,1.51,19.9,32.58,89,42619,1.86771158403529,2.48,83.19,0.3486,31.33
22071003308,3358,80.43,6.4,22.38,25.81,83.14,29640,2.72941970310391,2.31,77.46,0.4192,25.36
22071003400,1114,88.06,27.74,23.28,28.73,81.19,21827,3.50941494479315,1.91,73.27,0.4816,21.78
22071003500,1232,86.85,11.85,6.9,24.67,84.47,20469,4.41154917191851,2.07,76.22,0.449,22.37
22071003600,1936,86.16,9.04,14.07,18.52,82.9,20089,4.65428841654637,2.43,72.8,0.4406,15.58
22071003701,1748,81.01,22.2,34.53,30.26,81.45,30756,3.58954350370659,1.99,88.61,0.5204,22.07
22071003702,3529,90.17,34.49,30.58,32.84,86.55,30507,3.29432589241813,2.15,73.7,0.5378,28.44
22071003800,1455,76.08,93.4,57.39,37.58,97.15,66389,1.47464188344455,1.47,79.82,0.4882,21.93
22071003900,1116,91.67,37.99,34.1,11.46,89.5,26915,3.10235927921234,1.75,69.09,0.5096,8.21
22071004000,1770,88.19,24.97,15.18,10.56,76.14,22063,3.6078502470199,1.89,62.78,0.4109,8.96
22071004100,1464,87.16,85.93,53.56,50.55,96.57,46642,2.07538270228549,1.85,85.31,0.4423,36.43
22071004401,1394,91.75,4.59,9.98,13.72,70.69,21448,3.49216710182768,2.54,76.97,0.3968,10.97
22071004500,1898,89.67,25.24,26.14,24.97,83.92,29722,3.18619204629567,1.89,74.13,0.4561,19.28
22071004600,2956,92.42,82.92,64.85,39.26,98.69,47823,2.1014992785898,1.91,85.32,0.5136,27.86
22071004800,1404,91.88,0,0.15,0,62.32,9605,1.93649141072358,2.28,76,0.5033,0
22071004900,1680,91.55,21.85,9.01,19.58,65.67,15927,4.60224775538394,2.28,73.69,0.604,16.1
22071005000,1634,95.41,34.21,17.24,23.02,84.92,25573,3.68357251788996,2.97,62.24,0.5278,21.21
22071005400,1798,93.83,72.14,54.54,26.01,84.55,43996,2.33430311846532,1.75,71.64,0.4278,20.14
22071005500,2475,93.9,86.38,48.68,46.7,94.03,62604,1.70915596447511,2.07,85.48,0.396,39.67
22071005601,1869,95.93,84.97,66.93,57.88,99.09,89028,1.81066630722919,2.57,91.74,0.3531,55.23
22071005602,1941,90.57,94.85,69.33,53.11,97.51,70735,1.93680639004736,2.38,95.31,0.4459,45.32
22071005603,1365,88.42,91.94,66.51,61.69,92.21,69861,1.93813429524341,2.21,89.57,0.3881,56.89
22071005604,1182,93.49,98.9,55.12,56.71,98.98,69231,1.63655010038855,2.22,89.46,0.4675,50.56
22071006000,1189,96.89,18.08,40.78,21.39,85.21,15750,5.10476190476191,2.07,67.08,0.5744,6.04
22071006300,1683,89.3,26.62,9.18,14.3,76.89,17697,5.45855229699949,2.4,50.26,0.4965,12.06
22071006400,2268,95.11,40.48,23.53,21.32,88.02,31643,3.48260278734633,2.2,65.85,0.4759,16.24
22071006500,2569,94.51,54.42,37.13,29.7,96.35,32226,2.99757959411655,2.13,77.56,0.4568,20.18
22071006900,720,91.67,0,9.27,13.37,55.51,10337,2.55393247557318,2.3,63.19,0.4948,9.58
22071007000,1969,95.63,24.07,31.3,6.09,74.42,14420,6.60194174757282,2.6,92.94,0.4599,7.29
22071007101,1504,87.77,26.33,10.24,13.03,78,15655,4.27339508144363,1.71,60.51,0.5215,8.05
22071007200,2294,91.85,5.67,8.7,8.17,77.99,21044,4.29576126211747,2.22,69,0.4449,5.96
22071007501,2131,82.03,2.77,16.75,23.69,80.98,23494,4.27768792032008,2.46,81.6,0.3799,21.68
22071007502,2786,85.57,0,10.9,30.12,81.89,24405,3.51567301782422,2.66,82.12,0.4408,29.58
22071007604,1585,83.91,96.47,71.6,69.54,99.03,131354,1.52336434368196,2.58,97.35,0.4821,70.41
22071007605,1154,87.78,9.27,11.7,19.77,86.48,24821,3.39631763426131,2.27,82.32,0.4866,13.17
22071007606,3073,87.5,82.2,52.3,41.38,95,60660,1.91229805473129,2.03,87.11,0.459,30.26
22071007700,2457,91.9,72.12,68.27,29.75,94.05,58712,2.15288186401417,1.56,91.34,0.5638,20.12
22071007800,1404,96.37,73.36,63.68,28.32,94.49,56042,1.9074979479676,2.37,84.7,0.5503,21.08
22071008200,1474,81.89,80.6,46.58,29.34,93.61,37946,2.15833025878881,1.5,74.45,0.6197,18.21
22071008300,1253,84.28,70.31,61.17,47.03,90.72,65781,1.61444794089479,2.18,89.15,0.6003,44.43
22071008400,1204,85.71,26.5,26.08,26.21,97.15,19339,4.93820776668907,1.86,73.95,0.5577,17
22071008500,1185,90.55,4.89,2.36,26.65,57.03,14826,4.26278159989208,2.1,81.23,0.4462,19.53
22071008600,657,91.32,1.98,8.98,13.72,92.22,16750,5.46268656716418,1.95,51.29,0.4232,8.79
22071008800,1551,83.37,53.64,49.31,17.75,95.67,46250,2.43243243243243,1.93,88.38,0.4838,15.52
22071009000,1837,81.98,88.19,71.63,58.28,89.21,76354,1.2939728108547,1.9,96.13,0.507,47.56
22071009100,2422,90.26,31.21,35.51,24.03,83.82,40505,2.11825700530799,1.99,68,0.4554,8.32
22071009200,1102,85.3,2.09,2.08,31.48,77.3,18250,4.5041095890411,2.04,79.04,0.4162,20.75
22071009400,1144,90.38,7.43,7.68,19.98,73.2,25394,3.18579191935103,2.43,69.06,0.6744,13.8
22071009600,1456,89.15,66.48,51.58,33.31,92.59,39250,2.62420382165605,2.06,88.05,0.4637,26.81
22071009700,1632,87.32,38.85,30.45,28.05,82.3,44718,1.92092669618498,2.24,70.16,0.455,25.66
22071009900,3067,82.98,83.34,59.28,27.1,94.01,45589,2.36899252012547,1.68,85.83,0.5525,20.19
22071010000,1899,93.73,15.01,29.7,16.49,77.77,26627,3.47016186577534,2.63,74.62,0.4685,16.18
22071010100,2359,88.47,63.08,53.22,28.32,92.2,58403,1.97763813502731,2.14,78.42,0.4737,25.57
22071010200,1419,86.96,14.16,25.13,18.28,72.5,26078,3.82314594677506,2.12,78.65,0.5268,15.44
22071010300,2509,91.99,8.97,22.95,21.21,86.84,30100,3.01328903654485,2.67,74.41,0.5442,20.39
22071010600,1268,84.7,57.73,54.91,39.28,94.34,46513,2.10693784533356,1.8,90.83,0.4447,23.91
22071010700,1594,90.53,80.55,68.63,40.61,94.84,65026,1.49786239350414,1.65,87.32,0.6138,30.16
22071010800,1494,91.1,96.79,78.52,54.58,93.25,85595,1.35171446930311,2.11,93.11,0.4875,46.33
22071010900,3412,88.72,52.55,55.15,30.81,89.92,49767,2.22637490706693,2.42,83.88,0.5175,28.27
22071011100,1652,84.75,20.64,30.04,19.36,83.88,27849,3.01267550001795,2.34,79.3,0.56,17.58
22071011200,1243,92.04,58.81,53.76,29.21,89.13,68750,1.70909090909091,2.29,82.93,0.3776,26.11
22071011400,1714,85.82,88.8,62.96,40.92,100,79750,1.45454545454545,1.87,92.11,0.483,32.02
22071011500,1349,80.65,85.32,56.05,38.15,97.55,78525,1.70646290990131,1.98,90,0.4448,33.23
22071011600,1388,83.07,93.73,82.77,52.65,96.61,117981,1.21205956891364,2,95.01,0.5326,45.32
22071011700,2546,81.78,96.03,85.71,53.01,97.74,122222,1.63718479488145,2.07,96.84,0.5575,48.28
22071011900,2041,94.12,93.97,81.3,40.09,97.23,75980,2.35061858383785,2.55,92.31,0.5209,44.53
22071012000,1454,82.67,91.54,77.79,52.01,93.78,107946,1.27749059715043,2.03,96.22,0.5159,45.86
22071012101,3067,95.4,81.55,80.16,25.24,90.01,69028,1.74421973691835,2.56,95.66,0.5135,37.82
22071012102,4133,97.34,77.67,84.65,9.38,89.59,34722,4.20770692932435,2.53,98.69,0.652,33.59
22071012200,2088,90.85,74.14,73.29,35.93,96.43,80833,1.54639812947682,2.47,92.97,0.3748,35.61
22071012300,1778,91.84,45.5,40.23,23.99,86.83,51375,2.80681265206813,2.3,84.76,0.415,23
22071012400,2033,91.69,48.4,54.51,54.01,95.22,63708,1.48960884033402,2.67,76.73,0.4978,54.02
22071012500,1492,82.84,67.09,64.42,27.92,97.07,37150,2.30148048452221,1.69,83.28,0.5252,17.37
22071012600,1989,91.45,85.07,78.55,32.47,94.61,42500,2.48941176470588,1.98,86.43,0.5403,28.23
22071012700,2641,90.08,59.26,51.88,30.08,79.44,42868,2.39106093123075,2.27,73.78,0.5409,26.35
22071012800,2538,87.9,63.2,60.36,33.21,98.09,51902,2.11745212130554,2.12,85.34,0.4981,29.31
22071012900,1460,88.29,69.59,65.4,28.09,94.57,38877,2.14008282532088,1.79,92.4,0.5373,22.25
22071013000,1594,91.15,39.27,40.44,21.01,89.9,24947,2.96628853168718,2.14,72.46,0.5074,18.15
22071013100,1591,91.2,10.43,6.5,16.76,86.01,20733,4.12868374089616,2.71,71.97,0.495,16.18
22071013200,2323,83.68,31.9,24.52,37.77,93.76,40582,2.70070474594648,2.15,85.23,0.4355,32.13
22071013301,3493,80.62,96.56,69.45,54.24,96.37,94250,1.58090185676393,2.36,95.45,0.4268,51.18
22071013302,1968,82.32,69.66,76.76,55.04,93.95,89545,0.741526606734044,2.24,97.71,0.5942,55.82
22071013400,1900,82.16,63.37,61.07,26.62,96.41,46250,2.25513513513514,1.36,91.33,0.5906,16.65
22071013500,2073,78,91.51,55.57,32.04,97.34,62337,1.6731636106967,1.46,75.8,0.5521,21.74
22071013600,1028,94.07,40.37,28.13,25.81,90.59,32735,2.59660913395448,2.32,82.1,0.4133,23.62
22071013700,1823,91,3.02,2.64,18.08,84.24,19931,2.77958958406502,3.06,80.2,0.4675,16.97
22071013800,1203,89.03,5.07,18.08,21.59,75.55,27591,2.78714073429742,2.14,64.18,0.4867,15.9
22071013900,1352,88.61,51.48,37.65,31.22,83.65,29229,2.91833453077423,1.51,73.52,0.587,20.63
22071014000,1435,83.48,5.64,3.91,2.8,62.79,9975,2.91729323308271,1.73,85.85,0.3995,0
22071014100,1764,88.66,25.57,22.82,20.89,88.98,21377,3.60200215184544,1.95,80.36,0.5039,13.5
22071014200,1627,94.35,55.07,39.99,27.14,89.1,34926,3.04071465383955,1.89,63.49,0.4963,20.79
22071014300,1050,86.86,2.1,5.8,10.21,69.59,14714,4.2544515427484,1.89,86.19,0.391,4.73
22071014400,1921,89.59,42.79,46.66,33.25,91.93,47156,1.84918144032573,2.23,81.05,0.4104,25.61
22073000100,4477,83.47,66.18,32.53,33.65,98.13,33929,1.75955672138878,1.82,76.87,0.5046,25.19
22073000200,5529,80.81,88.24,51.46,49.12,98.61,65394,1.22794140135181,2.16,86.16,0.5495,43.92
22073000401,2153,95.54,38.78,45.83,20.48,87.62,33214,1.8124887095803,2.07,57.83,0.4717,28.47
22073000402,2796,96.42,38.77,18.35,27.11,84.44,30824,2.22878276667532,2.31,54.33,0.4167,35.16
22073000500,2635,86.38,59.05,15.97,41.13,94.81,25078,1.91402823191642,2.04,65.4,0.5579,35.46
22073000600,3711,86.85,1.86,5.85,16.18,82.67,18801,2.9041008456997,3.18,65.26,0.4451,14.59
22073000700,1929,90.88,0,13.77,13.41,73.93,14202,4.21771581467399,2.96,74.6,0.5785,10.91
22073000900,1605,93.02,0.12,1.16,16.43,68.01,21023,2.069162346002,3.16,68.1,0.4052,17.16
22073001100,3428,89.47,1.93,6.18,16.53,78.11,16663,2.73660205245154,3.05,67.36,0.4442,11.29
22073001400,2304,89.24,9.68,3.83,13.78,82.01,21169,3.32089375974302,3,61.85,0.4145,13.7
22073001500,1793,92.81,15.84,1.61,24.98,79.43,22367,2.53945544775786,2.88,71.43,0.4202,23.29
22073001700,3297,83.44,47.07,38.46,34.04,97.97,51953,1.03362654707139,2.34,78.19,0.5403,30.6
22073005100,1992,82.93,99.55,35.44,50.93,95.09,47000,1.0468085106383,2.37,91.58,0.4711,47.72
22073005201,3635,90.4,96.67,36.99,70.14,95.1,80023,1.38960048985917,2.75,92.7,0.3374,72.59
22073005203,3287,84.21,82.99,30.11,47.31,98.08,44056,1.25068095151625,2.39,82.14,0.5578,40.35
22073005204,5743,90.84,98.94,34.4,67.35,99.19,75000,0.914666666666667,2.97,88.5,0.342,71.41
22073005301,6546,88.37,95.17,29.24,53.5,94,53599,1.15673799884326,2.57,79.62,0.3827,52.14
22073005302,5861,79.97,89.15,23.43,52.1,92.61,44094,1.57391028257813,2.34,85.88,0.4137,46.02
22073005400,2335,89.29,80.94,16.96,40.8,96.93,40972,1.70116176901298,2.27,80.67,0.4847,35.59
22073005500,3290,81.76,58.84,23.51,36.27,93.28,24411,2.82249805415591,2.21,73.06,0.5313,23.02
22073005800,2690,82.75,61.19,4.42,33.09,93.68,33348,1.85918195993763,2.43,72.94,0.4458,28.97
22073005900,2917,86.66,91.7,6.91,52.61,90.63,30767,2.13865505249131,2.73,75.32,0.423,48.41
22073010101,4666,87.68,79.83,19.88,56.62,96.21,48030,1.23048094940662,2.77,75.4,0.4171,60.3
22073010102,6214,90.97,56.32,18.23,42.41,94.78,40870,1.63934426229508,2.81,78.44,0.4346,42.01
22073010201,6285,89.48,42.04,31.1,42.49,94.8,43320,1.68975069252078,2.34,76.17,0.4955,42.53
22073010202,6097,87.37,83.7,39.84,58.96,95.97,77644,1.28792952449642,2.78,89.52,0.379,63.75
22073010301,3436,82.86,75.17,57.62,54.07,95.67,87917,0.884925554784626,2.65,94.19,0.5061,57.48
22073010302,4039,89.97,66.03,28.04,50.39,95.27,45543,1.96956722218563,2.85,72.88,0.4638,52.83
22073010400,8893,87.05,91.98,19.71,52.51,93.29,56801,1.29399130297002,2.59,81.92,0.4512,54.24
22073010502,3914,86.48,94.99,14.32,67.4,96.32,51830,1.47597916264712,2.73,84.18,0.3987,67.95
22073010503,1669,89.75,92.09,2.8,53.52,78.17,55139,0.823373655670215,2.82,83.1,0.3494,61.15
22073010504,8450,87.34,94.99,18.33,63.59,89.66,42791,1.58444532728845,2.63,79.04,0.4482,60.11
22073010603,6494,92.61,19.63,6.65,16.54,86.72,21589,3.27481587845662,2.75,68.07,0.4974,21.23
22073010604,2141,86.6,66.98,7.62,50.63,90.33,44924,1.63164455524886,2.51,73.14,0.3719,57.28
22073010700,2902,90.66,1,4.55,17.31,84.53,17399,3.13236392896143,2.81,67.23,0.4525,14.65
22073010800,1473,79.5,18.06,6.73,18.94,80.44,13202,3.85547644296319,2.04,68.4,0.4157,12.82
22073010900,5447,89.81,4.59,14.76,25.67,84.25,28669,2.71373260316021,3.3,70.39,0.4425,27.59
22073011000,4928,87.58,4.12,16.39,24.18,82.5,21452,2.36807756852508,3.1,66.99,0.4858,26.6
22073011100,2751,89.97,36.39,7.83,29.55,88.84,20931,3.44942907648942,2.48,63.7,0.4348,22.07
22075050100,1767,81.38,45.78,16.24,55.49,89.19,42917,1.9479460353706,2.43,88.1,0.4461,54.94
22075050200,8974,89.6,89.08,19.64,51.92,95.8,72371,1.2311561260726,2.71,90.52,0.3863,55.35
22075050300,4294,90.68,82.65,19.59,66.04,92.94,63369,1.99308810301567,2.85,95.32,0.3326,63.83
22075050400,3773,88.79,48.37,15.06,53.48,95.07,55278,0.718188067585658,2.89,92.25,0.4424,55.28
22077951900,5255,83.54,26.7,21.08,36.26,87.43,27207,2.0729959201676,2.5,83.78,0.5007,33.51
22077952000,2758,88.8,43.36,9.11,43.76,89.72,44159,1.05754206390543,2.98,69.54,0.3867,47.57
22077952100,4940,85.45,79.51,12.47,59.56,95.04,51841,0.964487567755252,2.45,87.57,0.3852,57.15
22077952200,2902,75.71,88.53,12.85,47.42,94.73,47548,1.13779759401026,2.08,87.49,0.4109,40.01
22077952300,1872,78.95,65.65,26.58,44.03,100,36705,1.50115788039777,2.28,86.26,0.5467,42.2
22077952400,5094,87.59,74.5,8.92,55.32,94.33,50764,1.17209045780474,2.81,81.57,0.3861,62.62
22079010100,8752,87.04,92.36,18.16,60.41,95.27,49403,1.34202376373904,2.72,89.57,0.4115,61.79
22079010300,5189,89.32,94.87,11.62,48.7,92.49,48536,1.29594527773199,3,79.95,0.4118,52.84
22079010400,2434,82.09,96.84,25.87,64.18,96.81,65057,1.31423213489709,2.45,85.55,0.3945,60.16
22079010500,6661,87.12,41.3,11.56,40.65,82.86,33661,2.05282077181308,2.86,82.08,0.5033,43.56
22079010600,4651,82.22,92.41,6.71,53.81,90.52,39547,1.68912939034566,2.61,78.16,0.4549,52.66
22079010700,4270,86.77,81.69,24,54.78,94.99,62188,1.28320576316974,2.56,81.21,0.4239,58.51
22079011000,2979,93.82,11.28,2.99,14.15,92.24,23337,3.09379954578566,2.92,69.35,0.3766,11.8
22079011300,2478,84.62,88.34,17.9,53.55,93.42,48036,1.52385710716962,2.95,87.09,0.4119,55.71
22079011500,7514,81.69,78.76,33.26,47.38,93.68,51924,1.31923580617826,2.43,87.12,0.444,46.38
22079011600,2183,80.26,73.43,27.58,50.47,95.83,41969,1.48919440539446,2.31,85,0.4327,50.87
22079011700,2869,90.62,53.08,10.47,23.46,94.69,27090,2.13362864525655,2.28,73.14,0.4162,24.11
22079012000,1808,88.66,0.55,6.68,26.48,79.95,14976,5.04139957264957,2.64,79.09,0.4635,23.32
22079012100,3129,91.63,36.91,22.3,31.92,87.13,31033,2.34911223536236,2.65,76.09,0.4748,30.39
22079012200,4256,88.32,36.18,25.2,35.64,86.65,40028,2.36584390926352,2.91,83.11,0.5253,39.23
22079012301,5159,87.81,86.06,36.82,50.93,91.94,66552,1.35683375405698,2.54,93.6,0.3965,49.7
22079012302,3491,68.06,87.8,44.15,44.08,100,63043,1.19918151103215,2.13,91.66,0.5072,36.09
22079012400,3806,84.18,75.33,33.66,38.38,99.34,44577,1.69818516275209,2.36,89.2,0.4622,33.85
22079012500,6484,88.46,34.41,17.4,37.27,90.58,41594,1.65408472375823,2.95,80.97,0.4129,41.29
22079012600,2511,74.79,45.04,18.77,33.1,94.3,40417,1.8630774179182,2.89,81.84,0.4425,38.87
22079012700,3123,86.49,3.68,6.35,25.42,88.2,21597,2.93096263369912,2.89,81.78,0.4339,23.61
22079012800,959,85.61,0,6.89,32.8,95.93,32768,2.4505615234375,2.45,87.38,0.3493,31.2
22079012900,2785,90.38,0.29,7.76,16.33,84.25,21176,3.32451832262939,3.25,82.41,0.4727,15.27
22079013000,2616,84.1,8.94,4.38,31.04,86.85,32000,2.559375,2.96,80.45,0.4225,36.91
22079013100,3154,84.88,57.42,9.72,36.72,83.49,23416,2.68619747181414,2.73,81.81,0.4169,41.23
22079013200,8997,90.77,89.77,21.94,58.21,92.72,52280,1.18592195868401,2.87,85.58,0.4684,59.29
22079013300,5200,85.94,60.19,16.59,49.06,90.68,40904,1.27126931351457,2.48,84.92,0.4542,50.39
22079013400,2999,86.26,91.46,26.07,56.68,98.2,61836,0.83769972184488,2.61,87.02,0.428,56.91
22079013500,6136,89.18,85.28,6.66,58.42,93.69,39135,1.40539159320302,2.82,77.38,0.4205,59.47
22079013600,3020,85.03,95.53,3.33,52.82,96.43,32955,1.66894249734486,2.71,82.88,0.4536,56.91
22079013700,4450,87.06,71.39,11.99,38.04,89.5,42310,1.25029543843063,2.58,82.64,0.479,49.78
22079013800,4261,85.36,57.9,16.78,39.59,97.74,47356,1.78435678689078,2.63,87.16,0.4325,41.9
22079013900,3292,89.58,13.09,7.15,16.6,86.94,16890,3.45766725873298,2.63,78.21,0.4392,17.46
22081960100,4877,82.84,81.96,11.07,52.01,89.68,38085,2.05855323618222,2.6,80.68,0.458,52.38
22081960300,4191,86.59,32.74,10.81,36.14,84.92,31422,1.40029278849214,2.94,78.29,0.5422,39.42
22083970100,3061,82.06,36.03,12.41,50.65,87.35,34076,1.59936612278436,2.58,67.12,0.5333,44.42
22083970200,2149,86.23,62.77,18.32,55.96,97.24,44265,1.02564102564103,2.65,55.47,0.4231,54.59
22083970300,3246,86.44,87.99,11.45,59.67,88.38,36958,1.4042967693057,2.37,50.09,0.3796,45.24
22083970400,3701,89.89,78.82,10.14,45.83,84.84,50846,1.18396727372851,2.81,66.62,0.3997,57.68
22083970500,4561,85.73,33.83,12.78,29.9,78.73,29940,1.27922511690047,2.82,56.7,0.4516,30.92
22083970600,4067,83.28,79.99,11.48,58.38,91.99,40031,1.6512203042642,2.69,72.31,0.4194,62.21
22085000100,3161,81.24,72.41,6.77,54.12,91.1,38750,1.20258064516129,2.61,77.86,0.4834,55.33
22085000200,3630,79.01,73.11,9.59,55.62,92.31,37137,1.84182890378867,2.39,76.98,0.4816,50.62
22085000300,2646,86.92,30.69,4.18,41.46,84.17,29881,1.40222884106958,3.08,77.74,0.498,42.31
22085000400,5183,86.22,80.49,14.78,54.68,87.23,44401,1.22519763068399,2.8,77.35,0.436,54.51
22085000500,3357,84.96,44.68,13.16,30.4,91.75,21657,1.98550122362285,2.49,82.02,0.655,27.42
22085000600,3577,84.9,83.14,16.51,59.51,83.74,38964,1.13438045375218,2.59,81.13,0.4386,57.63
22087030103,4008,88.35,80.44,4.88,53.7,85.42,34793,2.21596298105941,2.71,87.31,0.4003,56.15
22087030104,1671,85.28,91.56,8.86,53.03,81,30515,2.36932656070785,3.08,89.17,0.4571,57.27
22087030203,2413,86.95,90.76,10.93,56.71,90.39,43875,1.99202279202279,2.3,85.25,0.4479,54.92
